job_title,Skills_Text,Skills_Text_Display,Cluster,Role
Machine Learning Engineer - Search Ads,"aws, c, c++, data science, deep learning, feature engineering, machine learning, nlp, python, r","aws, c, c++, data science, deep learning, feature engineering, machine learning, nlp, python, r",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Machine Learning Engineer - Conversation AI,"aws, c, machine learning, nlp, python, r, scikit learn, spark","aws, c, machine learning, nlp, python, r, scikit learn, spark",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Machine Learning Engineer Graduate (TikTok E-Commerce - Conversational AI) - 2025 Start (BS/MS),"aws, c, data science, java, large language models, machine learning, nlp, python, r, spark","aws, c, data science, java, large language models, machine learning, nlp, python, r, spark",4,"Cluster 4 (large language models, scala, c, aws, r)"
Senior Machine Learning/MLOps Engineer,"aws, azure, c, computer vision, data visualization, deep learning, docker, gcp, git, github, machine learning, neural networks, numpy, pandas, python, pytorch, r, scala, spark, sql, tensorflow","aws, azure, c, computer vision, data visualization, deep learning, docker, gcp, git, github, machine...",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
Machine Learning Engineer,"aws, c, docker, java, machine learning, python, pytorch, r, tensorflow","aws, c, docker, java, machine learning, python, pytorch, r, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer Graduate (E-Commerce Recommendation/Search Alliance) - 2025 Start (MS),"aws, c, computer vision, machine learning, r, scala, software engineering","aws, c, computer vision, machine learning, r, scala, software engineering",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Data Scientist,"c, data science, python, r, sql, tableau","c, data science, python, r, sql, tableau",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"azure, c, data science, databricks, docker, git, github, kubernetes, large language models, machine learning, python, r, scala, spark, tableau","azure, c, data science, databricks, docker, git, github, kubernetes, large language models, machine ...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Machine Learning Engineer,"c, c++, data science, git, machine learning, python, pytorch, r","c, c++, data science, git, machine learning, python, pytorch, r",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Machine Learning / AI Engineer,"aws, azure, c, computer vision, data science, deep learning, docker, feature engineering, gcp, kubernetes, machine learning, nlp, python, pytorch, r, scala, spark, statistical modeling, tensorflow","aws, azure, c, computer vision, data science, deep learning, docker, feature engineering, gcp, kuber...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
"Machine Learning Engineer Internship, Gradio - US Remote","c, deep learning, git, github, java, javascript, machine learning, python, r","c, deep learning, git, github, java, javascript, machine learning, python, r",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"c, c++, deep learning, machine learning, python, r","c, c++, deep learning, machine learning, python, r",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Data Scientist I (Remote),"c, data science, gcp, machine learning, python, r, scala, spark, sql","c, data science, gcp, machine learning, python, r, scala, spark, sql",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"aws, c, python, r, sql, tensorflow","aws, c, python, r, sql, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer,"c, deep learning, docker, gcp, git, machine learning, nlp, python, pytorch, r, spark, sql, tensorflow","c, deep learning, docker, gcp, git, machine learning, nlp, python, pytorch, r, spark, sql, tensorflo...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Mid-Career Machine Learning Engineer - Recommendation Systems,"aws, c, data science, databricks, deep learning, java, kubernetes, machine learning, python, pytorch, r, scala, spark, tensorflow","aws, c, data science, databricks, deep learning, java, kubernetes, machine learning, python, pytorch...",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Lead Machine Learning Engineer - Python,"aws, c, machine learning, python, r, scala, software engineering, spark","aws, c, machine learning, python, r, scala, software engineering, spark",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Machine Learning Engineer,"aws, azure, c, c++, computer vision, data science, gcp, linux, machine learning, python, pytorch, r, scala, statistical modeling, tensorflow","aws, azure, c, c++, computer vision, data science, gcp, linux, machine learning, python, pytorch, r,...",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
"Software Engineer, Machine Learning (Multiple Levels) - Slack","c, databases, hadoop, java, large language models, machine learning, nlp, python, pytorch, r, scala, software engineering, spark, tensorflow","c, databases, hadoop, java, large language models, machine learning, nlp, python, pytorch, r, scala,...",4,"Cluster 4 (large language models, scala, c, aws, r)"
Machine Learning Engineer,"aws, c, data science, deep learning, linux, machine learning, nlp, numpy, pandas, python, pytorch, r, rest api, spark, tensorflow","aws, c, data science, deep learning, linux, machine learning, nlp, numpy, pandas, python, pytorch, r...",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
AI/ML Software Engineer,"c, r, scala","c, r, scala",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Machine Learning Engineer, Public Sector","aws, c, computer vision, deep learning, gcp, java, javascript, machine learning, python, pytorch, r, scala, tensorflow","aws, c, computer vision, deep learning, gcp, java, javascript, machine learning, python, pytorch, r,...",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
"Software Engineer, Machine Learning","c, git, java, javascript, machine learning, python, pytorch, r, scala, tensorflow","c, git, java, javascript, machine learning, python, pytorch, r, scala, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer Graduate (E-Commerce Recommendation/Search Alliance) - 2025 Start (MS),"aws, c, computer vision, machine learning, r, scala, software engineering","aws, c, computer vision, machine learning, r, scala, software engineering",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
"Machine Learning Engineer, Computer Vision","aws, c, computer vision, machine learning, python, pytorch, r, scala, spark, tensorflow","aws, c, computer vision, machine learning, python, pytorch, r, scala, spark, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
"Machine Learning Engineer - NLP, TikTok Business Integrity","aws, c, c++, deep learning, machine learning, nlp, python, pytorch, r, tensorflow","aws, c, c++, deep learning, machine learning, nlp, python, pytorch, r, tensorflow",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Machine Learning Engineer,"c, canva, deep learning, diffusion models, docker, kubernetes, machine learning, pytorch, r, tensorflow","c, canva, deep learning, diffusion models, docker, kubernetes, machine learning, pytorch, r, tensorf...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
"Machine Learning Engineer, GenAI Platform","c, deep learning, large language models, r, scala, software engineering","c, deep learning, large language models, r, scala, software engineering",4,"Cluster 4 (large language models, scala, c, aws, r)"
Data Scientist,"aws, azure, c, data analytics, data science, gcp, machine learning, numpy, pandas, python, pytorch, r, sql","aws, azure, c, data analytics, data science, gcp, machine learning, numpy, pandas, python, pytorch, ...",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
"Machine Learning Engineer - Search Recommendation, E-commerce","aws, c, machine learning, nlp, r","aws, c, machine learning, nlp, r",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Machine Learning Engineer,"azure, c, data visualization, databases, machine learning, python, r, sql","azure, c, data visualization, databases, machine learning, python, r, sql",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Data Scientist,"c, c++, data science, data visualization, java, machine learning, matlab, python, r, sql, statistical modeling, tableau","c, c++, data science, data visualization, java, machine learning, matlab, python, r, sql, statistica...",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Machine Learning Engineer, SMB","aws, c, c++, computer vision, hadoop, java, large language models, machine learning, python, pytorch, r, scala, spark, tensorflow","aws, c, c++, computer vision, hadoop, java, large language models, machine learning, python, pytorch...",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Machine Learning Engineer - Foundational Models,"c, data science, deep learning, machine learning, python, pytorch, r, scala, tensorflow","c, data science, deep learning, machine learning, python, pytorch, r, scala, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer,"c, kubernetes, machine learning, pytorch, r","c, kubernetes, machine learning, pytorch, r",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Data Scientist (Python),"c, data science, data visualization, machine learning, numpy, pandas, python, r","c, data science, data visualization, machine learning, numpy, pandas, python, r",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
Senior Machine Learning Engineer,"c, feature engineering, git, github, machine learning, neural networks, pandas, python, r, scala, spark","c, feature engineering, git, github, machine learning, neural networks, pandas, python, r, scala, sp...",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
Machine Learning Engineer,"c, python, pytorch, r, tensorflow","c, python, pytorch, r, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer VI,"c, data science, deep learning, kubernetes, machine learning, numpy, pandas, python, pytorch, r, software engineering, transformers","c, data science, deep learning, kubernetes, machine learning, numpy, pandas, python, pytorch, r, sof...",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
Machine Learning Engineer,"aws, c, gcp, machine learning, numpy, pandas, python, r, scala, software engineering","aws, c, gcp, machine learning, numpy, pandas, python, r, scala, software engineering",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
Machine Learning Engineer,"aws, azure, c, c++, gcp, git, java, kubernetes, machine learning, python, pytorch, r, scala","aws, azure, c, c++, gcp, git, java, kubernetes, machine learning, python, pytorch, r, scala",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Machine Learning Engineer,"c, feature engineering, machine learning, python, r, scala","c, feature engineering, machine learning, python, r, scala",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Researcher / Engineer (Foundational Models),"c, data science, deep learning, git, github, machine learning, pytorch, r, tensorflow, transformers","c, data science, deep learning, git, github, machine learning, pytorch, r, tensorflow, transformers",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer - Summer Intern 2025,"aws, c, docker, kubernetes, machine learning, nlp, pandas, python, pytorch, r, scala, spark, sql, tensorflow, transformers","aws, c, docker, kubernetes, machine learning, nlp, pandas, python, pytorch, r, scala, spark, sql, te...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Machine Learning Engineer Graduate (App Ads and Gaming Team) - 2025 Start (BS/MS),"aws, c, c++, feature engineering, machine learning, python, r, scala","aws, c, c++, feature engineering, machine learning, python, r, scala",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
